Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,45617,0,45,152.7897024557088,1.052689000061946,135450.93217799967,22.0,38.008127363161634,0.0,45,78,100,120,220,480,1300,2300,5900,11000,135000
,Aggregated,45617,0,45,152.7897024557088,1.052689000061946,135450.93217799967,22.0,38.008127363161634,0.0,45,78,100,120,220,480,1300,2300,5900,11000,135000
