Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,45162,0,43,154.0990828854999,1.1005690000729373,131232.11619700008,22.0,37.62630985545132,0.0,43,72,96,110,200,410,1400,2300,5500,129000,131000
,Aggregated,45162,0,43,154.0990828854999,1.1005690000729373,131232.11619700008,22.0,37.62630985545132,0.0,43,72,96,110,200,410,1400,2300,5500,129000,131000
