Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,41639,0,60,238.49547841773528,0.9715400001368835,131139.88870899993,22.0,34.69912543996769,0.0,60,100,160,200,410,800,1500,2100,4700,131000,131000
,Aggregated,41639,0,60,238.49547841773528,0.9715400001368835,131139.88870899993,22.0,34.69912543996769,0.0,60,100,160,200,410,800,1500,2100,4700,131000,131000
