Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,43722,0,59,211.259049984831,1.039544999912323,131146.47159600008,22.0,36.42842883928071,0.0,60,100,150,190,400,800,1700,2500,6200,131000,131000
,Aggregated,43722,0,59,211.259049984831,1.039544999912323,131146.47159600008,22.0,36.42842883928071,0.0,60,100,150,190,400,800,1700,2500,6200,131000,131000
