TimeSeries ID,CPU_Usage
Mon Dec 16 2024 15:57:00 GMT+0100 (Central European Standard Time),0.001771782116408834
Mon Dec 16 2024 15:58:00 GMT+0100 (Central European Standard Time),0.0018215810871708982
Mon Dec 16 2024 15:59:00 GMT+0100 (Central European Standard Time),0.16248698273972195
Mon Dec 16 2024 16:00:00 GMT+0100 (Central European Standard Time),0.25387599336507033
Mon Dec 16 2024 16:01:00 GMT+0100 (Central European Standard Time),0.25877509827822437
Mon Dec 16 2024 16:02:00 GMT+0100 (Central European Standard Time),0.19274986028610638
Mon Dec 16 2024 16:03:00 GMT+0100 (Central European Standard Time),0.23699409519925876
Mon Dec 16 2024 16:04:00 GMT+0100 (Central European Standard Time),0.25962050786442636
Mon Dec 16 2024 16:05:00 GMT+0100 (Central European Standard Time),0.18358149197370063
Mon Dec 16 2024 16:06:00 GMT+0100 (Central European Standard Time),0.0835295460037761
Mon Dec 16 2024 16:07:00 GMT+0100 (Central European Standard Time),0.2990385250556375
Mon Dec 16 2024 16:08:00 GMT+0100 (Central European Standard Time),0.24768154354227265
Mon Dec 16 2024 16:09:00 GMT+0100 (Central European Standard Time),0.09398075480878385
Mon Dec 16 2024 16:10:00 GMT+0100 (Central European Standard Time),0.2888370661747182
Mon Dec 16 2024 16:11:00 GMT+0100 (Central European Standard Time),0.2574233615527225
Mon Dec 16 2024 16:12:00 GMT+0100 (Central European Standard Time),0.15774135972712808
Mon Dec 16 2024 16:13:00 GMT+0100 (Central European Standard Time),0.11068008460005588
Mon Dec 16 2024 16:14:00 GMT+0100 (Central European Standard Time),0.2865836719114802
Mon Dec 16 2024 16:15:00 GMT+0100 (Central European Standard Time),0.19259713495878444
Mon Dec 16 2024 16:16:00 GMT+0100 (Central European Standard Time),0.08633798155607385
